ID,Target
CKU9KGEA,0
9H6EIEIR,0
GAUWXJ7S,0
RHWRKK5A,0
EULNRF8Z,0
3ZQUD6IV,0
QUWHMRGT,0
PCRVU4DA,0
HZG9YVI7,0
3T3PFCYE,0
TDYCPFZH,0
WB32E9HZ,0
XWENNMXA,0
S7APRSQQ,0
JFR7GJSQ,0
A7TD2FDA,0
AC7DR2EJ,0
4UDOQDQK,0
WITXSGHD,0
99Y8LTCR,0
EMFQJJPX,0
SEMQMVPJ,0
HTWJGFKW,0
7R4DZ6UF,0
PEGGUUP7,0
AAQ7UFH2,0
HATENZRE,0
WESPNNVK,0
SESSBYYM,0
3SC7PCCB,0
H2JTXO4J,0
A2IJPTIM,0
GNCK84SV,0
RVFKXJ5S,1
BOSEBTRJ,0
NUSE5ZJD,1
HDYNZVK2,0
3OFZERAF,0
WZPGVJTU,0
2SUJ6WYN,0
GUKWPZW3,0
BHHLEXG7,0
H9G2HZQQ,0
JEQTRMZM,0
MNU87QDY,0
BQWQPSN4,0
HHKSQYPU,0
I3ETNLAW,0
LLFPIDRY,0
NNBGQ9PH,0
BKYHSWGV,0
RPCECZWR,0
8XZHETHD,1
6D6HI6DB,0
GGNHU9CL,0
TYK9JFRY,0
JJMYZTTK,0
RFBHSZWS,0
MX5JT6DJ,0
TU6KKHI7,0
DMSU7PY6,1
CPZXM6DG,0
Q7FHK9TB,0
273UMEAR,0
4GMXRWW3,0
6BHJKAN6,0
7AWWZBWX,0
W5NMSHRR,0
SEVDPUVD,0
2S2VYSSB,0
NGIXAD84,1
FHJPRDFB,0
YNM4MTHV,0
KPUAQQ2H,0
QSUYSCTU,0
DRQZMNOE,0
MMKTKSEI,0
MWERCYNR,0
4VMMX66C,0
FFEOKFJ3,0
5VA7CQTP,1
LAR8DRPZ,0
MT6JVUY5,0
HFGKAZLK,0
DS4GQ238,0
83N4X9QH,0
TFBMN5JD,0
DAMJKYD3,0
D9ZVV5JT,1
L22ZPD7Z,0
MS36Q8ZT,0
KFFHVZNU,1
8EV6NAVQ,0
KKYUUJMY,0
ZVGI4G4M,0
ZMBQTMQ3,0
BAMXCJQS,0
MET6RDXG,0
7JJGCHKB,0
ET89QHVO,1
26ZTAZDA,0
RKFP4ZT7,0
ZJYWZFVV,1
GSEGWSOD,0
7EJFJAZR,0
IWKT3Z4X,0
HASWYJCS,0
I4WNYP4O,0
GDCU3BQK,0
6AHIAOOH,0
M3ULAQMX,0
ZADYNSXO,0
F5ASKHDP,0
Y8A4AMZX,1
HF2QMRQU,0
KVB5UUDA,0
FTHAKWYD,0
6JC9U9EH,0
MFJUG6JD,0
6BSK3DWC,0
2TPSFDCF,0
CQWRZOLK,0
YPMHJVTF,0
6VSC7MJC,0
Q9QVELRR,0
HT5KWDGQ,0
MS8R3HGP,1
UC8TD9GF,0
IIRDSYSB,0
BRFDNEEM,0
MVSPVATU,1
BBEFUYPG,0
CHF3TMIU,0
AYZVGMJY,0
LTQM5APP,0
SANZVMAC,0
F5ZHHDA9,0
R3ABS7AQ,0
4N8TYEZJ,0
TMPQC8BE,0
CMMGFN8M,0
MEHHGBE7,0
RUTT9VZN,0
HPW5SBIP,0
3NLLAXWF,0
ADBZ3CLH,0
WTQMFJ67,0
JA7TOKMG,0
HI8V8JGN,1
MB5QP7FQ,0
WQU8BGGS,0
BH34GHCV,0
RP6RRDDA,0
FYOVFXVQ,0
YYPTSKFM,0
2X96CADG,0
VJTW3CB7,0
NBVZTFQS,1
DCVNUIDC,0
GRJIECWI,0
GLMCRCFD,0
JXSNN3VF,0
JHMCCSZL,0
9BQRSC5A,0
HS7A7WUB,0
ZWBYBRAK,0
2DUT6VKU,0
TVGP3FVF,0
D4CMUZYW,0
FSDJF6CF,0
5MN2HNHV,0
5WWZNSK5,0
3UCGVKJD,0
SV928YP9,0
6KOBVJGZ,0
UYHIWYWY,0
FFKIA5QV,0
IK7N3TK6,0
JRBPFHNM,0
KY2MECUV,0
QKMZJRFB,1
XILCVMYA,0
ENXFC95I,0
4QSQFAE3,0
ZF5A4AJQ,0
UXCTOHAR,0
WADB4EV6,0
ADKARSTW,0
7H4XGTWL,0
7T8WGCXV,0
M2ZGYHW4,0
EAMERVIE,0
A5JJRBWW,0
HK6A2P2W,0
PDDUKCKU,0
NDFIIPAS,0
BPP2ROIF,0
U9PXZSSJ,0
N6488JXR,0
K8QZFNNP,0
AMESI6PH,0
ZRHLSBD7,0
N6JKW4BH,0
NTX6HUV5,0
JVHEKJJ9,0
AF6ZVTDQ,0
KTLVH4TT,0
BGKYEKYD,0
XEZQJDME,0
HRRTUUAM,0
DMKRMFU7,1
3T9XKE8Y,0
EQE6UADE,1
9BPHYAHV,0
VDB2ANSM,0
AR54QJMD,0
IPPPBGTY,0
IAJSTBHJ,0
LIXBHEAB,0
JLJK5SNY,1
J4N7NUQZ,1
DIV4VEWM,0
KCY4EUVE,0
WEPB6KXE,0
F43A7VSM,0
BXSFHQSB,0
EEQIE53A,0
R3XSPFHC,0
HJIZZEXL,0
MQNWFXSE,0
9TOLC6TB,0
MJSYKASC,1
CKTSEFJ2,1
A9RA2AX6,0
43THLHGF,0
EAUNAMXF,0
GUHMBBYH,0
NJ82BIJO,0
8GC6JQAL,0
847YQH6D,0
RYTQ8ATD,0
2TOMHFUI,1
BGHBRWEF,0
ENUKYFRE,0
N3LVD4PL,0
YPM3BKDA,0
8UB9BOZY,0
JEMW3ZAQ,0
KYOXC822,0
H969KWED,0
AYD8JED2,0
2ZMFRFZG,0
P37SJEO7,0
ATAJVGHX,0
AX8DRFTW,0
XZDCLBF3,0
EXN8SFHO,0
5MAAGUNK,0
HBRVKYX6,0
JWHETZXD,0
WTHMD26V,0
9BJTADGB,1
GEFWEV4Y,0
BPGRIFCY,0
MRURXZAJ,0
F8FDV7VT,0
HN8XRVDE,0
M3NMAPVG,0
VQVWUPLS,0
BP4W7VAE,0
ACHAAUZF,0
BVVAQA7B,0
F9KRNQUD,0
GJCUAMYB,0
FDQNQA6V,0
RWQHCGXJ,1
8DR2SP4O,0
MJU3R83G,0
DHCUYZAN,0
6ZUJ33KS,0
AMF9UYQD,0
MUTDCMRM,0
24NEGVM8,0
KKY3HVZI,0
BRNKEXA6,0
PEJGSERI,0
FVG6JHYR,0
ADQEZMXZ,0
75UMJKU5,0
MFJBCE3O,0
N7GTOXRX,0
XRRGQTWS,0
FCKB4CGJ,0
6UZTYYPO,0
MXDEZPTB,0
NNGYND5J,0
V3AP6YSN,0
2UHXDDHD,0
DCWP6Y5K,0
4PTWEODZ,0
CK9QBNWE,0
B8X3ZIOU,0
HWMHTLEM,0
BKFWB6IK,0
UJZD9HRM,1
6MTKPEA7,0
BBNJ6UNW,0
RRVSPQEF,1
SFNBV4NS,1
H6ZUZCML,0
JB5ZFVUT,0
GKTNHRSK,0
E2B2FKXQ,0
8YZMUQGA,1
R6J6ELJO,0
HMJHUZUN,0
J7CAIDER,0
CXWKPUFK,0
MMSQHY5B,0
62EEP4YQ,0
CPN2ZXBX,0
7BUGC3FZ,0
HX9MX6IU,0
AHDFMQ3P,0
KPQCWGTO,0
8AJS96F2,0
NKFOXXXM,0
2N4FFPYC,0
T3ATRM3Y,0
6ZGIFTJH,0
HWMFW9SF,0
IEAPYZZO,0
LZIRLOAW,0
JPSUTNUI,1
R6DBKTFL,0
CBMD2TF6,0
NWKWHLPP,0
QDHXWT2R,0
BURMNSQQ,0
93YMKO5T,0
RFM89VRB,0
6SG5MQSH,0
9QEVJC9Y,0
F6DGGTHF,0
A9MN2VCE,0
NKIJUAJJ,0
CYQCKRMF,0
L4MHBPUH,0
YZE38VQJ,0
NST8XZVD,0
UXVAJYAH,0
GP6WPMC2,0
KTCDBIBH,0
JZWV3MAF,0
39SSWDVU,0
9STAJ8T2,0
KK9Q3ZRG,0
SZ59QBWN,0
GHJBJKVV,1
HADL6OWY,0
TAFG7TXE,1
3A7PZO6Q,0
F38KFR4R,0
MT63XTCP,0
IWUB3CTC,1
J7B3ICX7,0
N7UCLA77,0
WDUAWTUJ,0
BJA5XHJO,0
KWUJ9887,0
LJYXKL3C,0
CNMHUUYB,0
IVZKNHUE,1
O8RV28S4,0
FNFSSEPF,0
DHV8GB5O,0
KDIXFDPP,1
BRVDKTYH,0
AU7GTLQA,0
M5FLAYUJ,0
XNXMCUQQ,0
MDMLTBXS,0
ACZEAQJE,0
DEJVKXT5,0
B7CSVEG2,0
F59KXDSJ,0
WSXVIZDY,0
3FEZ7ZBW,0
65YNJ7FK,0
6CMP75DT,0
9E8YNJBM,0
5W8DEKJ7,0
G89RF66R,0
LMVNYURE,0
N4NH579Z,0
JB5QK3X4,0
3T3RPUQP,0
CXANHCTD,0
UKKQYAWB,1
GPZQECUJ,0
JQEMK3TE,0
S9NDNH5P,0
FKKJOV22,0
PXBGCUXZ,0
FU24E9F2,0
AJHNGIZE,0
MKXHUHPH,0
HZNBLXCO,0
VSOWGY7O,0
DV3NQYUR,0
DAIUIQY7,0
VWOAU7WK,0
JRUUUDHK,0
CUWZAFY7,0
OXEQ5DTJ,0
NDHSCMX3,0
E3BTQ4LA,0
CXFHJTOT,1
DSRKSOOU,0
YD6BZBET,1
BLEW77SH,1
WALE4VBN,0
FZSDRGGZ,0
ZYIGFEAR,0
MQZ3NCEE,0
ADSAGJ29,0
ED5TJIR4,0
DTE96NUX,0
AQCMJVJX,0
IQQLKBA2,0
K4C7HCBW,0
DHISQQ88,0
NBKO4YFW,0
GASMCRUO,0
9KDIOTDR,0
XMW872P7,0
AIUUBYTR,0
BPQDWJFQ,0
89AIYSLK,0
ET8QKRAX,0
JCUPKQ9V,0
KA6KABGG,0
OJXWEZTC,0
FUREWCQ3,0
STQSNPNS,0
TJOYXPXE,0
I8TVW8QG,0
BAEWKWWI,0
QASRLIEX,0
JKNFTQ5W,0
XMNP7AYI,0
RUCQYJUK,0
3SIMLU8Q,0
89VPBH3Y,0
VWKMFZEG,0
VL6VW9MY,1
LTLZZF5M,0
A8KNWYXR,0
AHFFAVQG,0
F55IBG9U,0
U4PYJACL,0
JWHRHUZB,0
PLPMPEMN,0
WK7AWE6M,0
KDPRVAJR,0
VUZ2ZMPX,0
CU67NYJO,0
GYPYU2N9,0
ZBQRPESS,1
NPUCPLO4,1
G7CUXIDF,0
AMUZUZBW,0
A5WBE4JE,0
KJOSXMPQ,0
TFK5JJMA,0
GYP7SOPM,0
5FUTKA2B,0
PRIFV9VV,0
XSMUDPFG,0
CDTTF9JS,1
T7RYZH8X,1
A4HQ7J7J,0
374HWZ88,0
BP3XFUWG,0
2UDQQ3RI,0
AU2Q7GHS,0
HHJ2PH6W,0
BB9DRAUH,0
ARY4VRTE,1
VBCQ5RZV,0
CNFNIESL,0
GSVEN5VA,1
66VEETXZ,0
52Y2WRGH,0
ZRYE9RPP,0
BEBTNUQ9,0
HMWD9FYE,0
RQSNNZ2B,1
MQ8HXLYQ,0
UTOBW9Y9,1
9LUZHJT6,0
U8ZMOL8Q,0
EFLRUW8U,0
VYGUALP7,0
7OSU2PIB,0
6TEELX67,0
GZP24FPK,0
WDTPAQWP,0
MT9P4C3Q,0
IU9XQSB9,1
YCKF3YM7,0
3LPEV3PR,0
UBAQCP9V,0
YFXZYXZK,0
DCS6PY4N,0
ZECXYNWU,0
NKUW6DIP,0
RI6A5ITG,0
WCFNNMSB,0
BYMM6NDA,0
Y9V836ZV,0
YCYFREJJ,0
HNLCCHER,0
4TMD239V,0
URC9CQAC,0
LHKL7MAY,0
HUFSMUXD,0
MRBPBXRQ,0
3H6JFYM5,1
EMXW7BDY,0
B2NVHAW4,0
O7RN7CLC,0
IEBFPVEC,0
G4AYETSX,0
P4BRVC9S,1
XCYDMWWZ,0
UTWXYVN3,0
G5VH3P4X,0
BFTHQXWJ,0
NOAG825Q,0
EDJDLO5S,0
GCGGDW78,0
LBGAEXJR,0
NIAWPHQM,0
ZYFKHY7P,0
WWXFAN2Q,0
GH5DLB6T,0
CKSFPEHA,0
C6ZFXDPK,0
GV9KBUGD,1
NVKWIEBK,1
DALBDQRF,0
KUCWXTSJ,0
K4QJWTVX,0
RT6XCOYB,1
7JFNKEMB,0
ESP9DTHT,0
GIBJCHC6,0
8MF67TXS,0
33JLJCT9,1
SEHBRMZB,0
9V2FRIYK,0
TWZYZAZT,0
K6VUCMTZ,0
FTCRUDTC,0
363DWYQU,0
IPMAGS53,1
WRYXPK6M,0
KEJH8JNY,0
LAELVM5S,0
CPZ8DN6X,0
GFCHYXUQ,0
NT95SJ4L,0
MNUPR2RC,0
GLR7MTCA,0
DZQPCSZY,0
CBEVSCIG,0
AAFNL4S6,0
GW485MPJ,0
DVQHVXJP,0
MBC868SN,0
ZKSPPHNT,0
JG7R8MSC,0
B7CS2PCP,0
CCU7J9WG,0
CUJDV7U4,0
8YWEACMI,0
GIZ67XBF,1
6XGYN5OV,1
PVGWZEGE,1
CZDZY4HF,0
FRG7TUFS,0
JPGH3ZSM,0
BYYXT3AG,0
8KVH9NXD,0
4XZNT8IH,0
QZVUTYOE,0
HMAT3G52,0
7A99B8UU,1
W2GCBTTX,1
6BAEG93J,0
3YVGSF2U,0
LVTOYSZV,0
SUEGX4GC,0
WQRFRGZB,0
RQDXETWH,0
H2UWTG8U,0
XTQHIRJR,0
F4OJUWNK,1
MSMFBTBW,0
TIJEQSDD,0
PJWDVIVA,0
N9QYAGP3,0
BTYXIKNF,0
TSYFN7ZE,0
HUFUN5NW,0
DCRDCMIG,0
LP6JRNNX,0
BVWA63SX,0
ORAV8WKG,0
57ESUBN5,0
7DJJ3NQH,0
VO3RMNHM,0
ETEBZQGE,0
MDSYCXSZ,0
Z6PSN3PV,0
Y6QFGOZS,0
OVUJK5EJ,0
WAUBCUM9,0
J3MUETE9,0
J8BKO4SQ,0
VE7PSEPM,0
LRMEDL9H,0
8QGWULDS,0
GAU5CVMO,0
635ZPNJL,0
GQD8FFWV,0
RJHDHMTH,0
IQZOCDGP,0
6TMPRPAG,0
YBBWCVW4,0
LYENZDJD,0
9HK4558T,0
NKYP86EY,0
ZLHWWXDH,0
JCZK5JTQ,0
TWPM7VGB,0
QMPYKB5G,0
B66ZGZK5,0
UNPGZPAQ,0
TMGKZSAW,1
X5BQLRB7,0
E2DHET8B,0
BRQFAYES,1
X9RJ7TYM,1
APZK5PBN,0
UFVGDL8C,0
B855T6WJ,0
GPGVVMAU,0
OKPHVMKJ,0
UXVNBNFY,0
E9QRZZZ6,0
LWQ3H2AB,0
IJRUPJVJ,0
BDX9FGS9,1
SYNSKBTZ,0
HZCDQQJV,1
5C7NEBJY,0
E9RMECMA,0
I5RWNEOP,0
8ZMYAEUC,0
RSRJ5QYW,0
Z64329VA,0
HAZMSBAK,0
BCIWSDV8,1
BE9IMXIU,1
K8KW55ZS,0
5TF3ZS4Q,0
KF3AM5ND,0
TDTH58G2,1
XMAMMDTR,0
AGIKQHJN,0
BE8AHSZM,0
9QTU65MP,0
8STTFQBM,0
WXXCMFVC,0
BNX6PCWB,1
FEBNDMWH,0
JPIAYSBX,0
5MRCANCI,0
8YOYWP3K,0
JDGCEKUQ,0
4W6NQYEY,0
JRBQPENI,0
TKQ6VXNS,0
P3FWJQWL,0
FBXSMLW5,0
BEJIPQWS,0
HQXQETNO,0
VHFLXKBN,0
HR8CKMNX,0
DHDYC7WY,0
NBA5U2DF,0
PL2NA8BY,1
PMTBEY8S,1
PQARAWWK,0
QMXEZWNR,1
3NWMNCG2,1
RSBANMVN,1
ZOYQTB7M,0
HVC5PXMJ,0
ENVWEEG9,0
HG8VDFGF,1
IMAMFPGZ,0
BJE3EMDG,0
KUCNHUDJ,0
7LGEYG7V,0
EODTQWUB,0
G4YIBDHZ,0
ISVZ8LYM,0
7EUIT5OP,0
HKRN6N66,0
YH7XGY9X,0
H3JRPSWP,0
BNLA98YP,0
CRLPGYZZ,0
ZX6VVUKN,0
ECRKMVUZ,0
FDOXVBPL,0
DHVTEDBZ,0
BWGHSZCS,0
RCCCTVSU,0
6CVH7HZB,0
BLJ4NAQH,0
DIYK6NE6,0
QWL8FSEL,0
OD6PAKAM,0
DZS4DWZU,0
LYAXA5F8,0
4GFM8RYZ,0
VBKRDCKP,0
HAWFYJGV,0
3MNBLFEZ,0
YBMZZXTD,0
R7VHML5M,1
4JJBNY8U,0
YEQKUADY,0
5XFPIDWX,0
IREUREQ2,0
KQBENUF4,1
BSTAQDFE,0
34T2UCH6,0
BXCWVCKL,0
5GAYZUZF,1
HXBIVQ66,0
4EK3UVSJ,0
H3YNQ2Y8,0
GWE6NTMT,0
782SYUTR,1
NDARAMVY,0
8JNPVWOH,0
5XOR6AMY,0
KD3LI5FQ,0
E9MH2EEJ,0
BSYXHORB,0
NSQ6ERDM,0
9N6Z9CJS,1
BS5S6ZQV,0
STKOKZMK,0
NFYTT2BN,0
IRMXAGWT,0
UD5FQKJV,0
JB2VF7XR,0
K4MEBBUD,1
NUKEJDH6,0
9NAMTJRH,0
QCZ3R8UR,0
GUVXHGDX,0
6BO2VGNA,0
BZBFWBQ5,1
AIHMJZ3O,0
PLBVFQNX,0
VQ5SXLQS,0
NAO7ENGP,0
FX8CKZEV,0
FMWE2UAR,0
JGTR6MBX,0
MQVZ3CVW,0
BCJ9UZR6,0
JHX5TCB9,0
IRLTUEF2,0
GMZRHP6G,0
QWZCTT5V,0
ILC3CVFR,0
PAOVWJ7P,0
8QQREAQV,1
TQDPQWYZ,0
DX8HAX3L,0
BFT2TODD,0
CMZAYXX5,0
WE5VMYBV,0
FAJWTRY4,0
AJAXRUQL,0
GIFYZXXE,1
PRE7KK3J,0
UKUYZTHX,0
G7PPU9UE,0
2TXFZIVR,0
FGCINTFB,0
BAPPSZRT,0
ZR7BAUDA,0
7XHDVKX3,0
BIFRXBAG,0
HZNTQUEW,0
2EWXZ8TC,0
PYILEIQ7,0
QMNNHE98,0
TNS8SMXH,0
KRFNWNXF,0
EZIYZPBG,0
6ER9HWZF,0
MCPXTHJX,0
IYWFDV29,1
9WWZ7AIU,0
TIZGZHMR,0
NMVZOFSW,0
X8I8RRWH,1
BEKUNQ8W,0
X7AEAZWH,0
JYNTLQF7,0
MFAQUZUA,0
DQJMZDPB,0
V3ZPTMOD,0
RKPMIYV5,0
L69EZCGA,0
GYHWMEPU,0
S6VXABVS,0
D62CHRJR,0
UACGGGAP,0
SZCO4AKR,0
MGCCWQSR,0
HFGNZAEE,0
6X5GNYSW,0
IQAK74ET,0
Y98TWHHX,0
PPARVDBK,0
DTVFYVZ3,0
ITN8EZTY,0
GX9WVMUZ,0
ELQMNGYJ,1
HVRZQANQ,0
9EDHT2U3,0
U7Q74CMF,0
HWFY4TNK,0
37WGXXSG,0
GMSXVXJV,0
DG5TFSSE,0
5CW5AYTC,0
6MPSVS6Y,0
7VRNHMUC,0
KIAW59ZA,0
AQ2VKNRU,0
TVT33XRS,0
X22Z4YHY,0
9QHVEDWK,0
BBCX9ARG,0
ACVID4RC,1
MEXDB9KD,0
WGEJMTE6,0
FVHFA76Z,0
COJHMBHA,1
PKTH7LB6,0
7F2MJSGN,0
BZ794IMT,0
E5XFWKHC,0
MZKFTMHR,1
62MZDTUX,0
NKWC6QBZ,0
GMRUVR4Z,0
FQ9UAFBJ,0
N6RCK25V,0
F6DYMN9K,0
DLBYSZZI,0
SECGST5F,0
M2MQNVNW,0
LMPAKQ5E,0
KMTQ2FQW,0
HY2EPXFW,0
HBVAWYTB,0
IY3GV6U7,0
GN9Q2F26,0
YZF9XKCA,0
5NJTWYFM,0
D2RUC6JW,0
QDETRAUK,0
YC4RFIDN,0
VB3NAVE3,0
JBM4VWWW,0
DKPG44KZ,0
HJVBV9EB,0
JNTFNELG,0
NTRBM8BW,0
IC74IVEH,0
5DYDOHRE,0
VSQDC4JZ,1
EGOSGHJT,0
2Q3PXYPJ,0
RVDUU7JJ,0
BK5IGVHN,0
MHKP7FKN,0
4CYXN8GX,0
DSY8SRDK,0
3SCAUOZM,0
LDBF6ARV,0
Y79GYXDF,0
D7LFU9H7,0
HM6ELU4X,0
LXMYE7HW,0
CQXRDS6W,0
N5WGVSM2,1
QHBJV3XE,0
ZEYOKIDO,0
EF6MJRHP,0
XNCVHVQ7,0
LNJ3OA6K,0
CM7OQUUY,0
3HBJXXZ3,1
ABMTDQ93,0
EZB7WCCR,0
FVN9SHGG,0
ZVPWKNHZ,0
MTA2BFCN,0
NX5BTVRO,0
EA8OWBNK,0
FHDAJHSC,0
VC6ASK2M,0
BGEZCNFC,0
2UN8JKFZ,1
RKRNTJNZ,0
Y9DXSAXA,0
XJIP8V8K,1
8J3AUGPU,0
5DKJ5FAG,0
2WVHBXN2,0
VFLYFSK2,0
VWXHQT3C,0
WEMT4VDA,0
LCLNQMKW,0
NMFPEOQW,0
VDKCDT2G,0
YFVXPJEK,0
RDHVPT2D,0
MTKDYG43,0
E3ZIW3CM,0
K8IFT7CF,0
WPCUJTUU,0
KWHGVTZU,0
JML3EBWW,0
HBYAFX79,0
IMZRDQ3U,0
MPNZRCXD,0
MVYHCDVC,0
NGJ5MWKP,0
AQTJQKI4,0
APUULHAG,0
PX2VOAFX,0
YSZTQBCZ,0
NFI4XPHV,0
CVNGR4XT,0
6PYZDCZA,0
FRKZ4FDE,1
24PKM8NZ,0
XXNIJN2H,0
D799HQBG,0
GXK9HRLV,1
TI6AWODQ,0
WWPNQDQU,0
HILQZLER,0
FV8DVAEA,0
Y8HKVBAW,0
DM5UKFAB,0
3CNLUANF,1
JUMWJFBD,0
HYR3OMNR,0
FXDTDWJT,1
YJIVFMLX,0
AQVJEPVA,0
RWERSSP2,0
ZG6V8UBS,0
CC2DHWIX,0
WN4PLWNL,0
3EMFJN5B,1
2CDOUPHT,0
AE8KWZUC,0
JKBNN7BZ,0
JJWAPTKA,0
RTYE7ZCC,0
GOQJ4CZD,0
LRVGBTZC,0
FFJROV9S,0
OLUFR4TQ,0
55QNBFFJ,0
UYAZTPVL,1
WM3EA5MY,0
NMM2QKB7,0
A5UCNPUM,0
9W8QG3LY,0
ZGXYZF4G,0
EB9TMBHS,0
ER9ZIKFH,0
CJIMZ5GX,0
HF6BBP4W,0
VT6ZZXBA,0
N8EFRLVO,0
TNKP7XZN,0
7WCEJXRX,0
6YIM3FSG,0
WR53QOWV,0
6MRXN7UY,0
W9BTDTRE,0
HIQ29ICW,0
BICNZO74,0
S8SIUACF,0
7OQBW7EZ,1
E22CAXW8,0
39TYD4OD,1
EEIWGKPZ,0
WWZVXEWJ,0
HRNMNPUJ,0
MGMXO6XR,0
IRKBRNU6,0
LHZGYKBZ,0
QACJELGH,0
XPAETRGL,0
PBNYSDDK,0
RBANBKRY,0
KPTAZQKW,0
FER57NAH,0
GVMOZSFV,0
GHY8IIFA,0
NQQTO3BG,1
5JRAPHN3,0
YWZXNMQM,0
NTJXNPXY,0
GGTTPEQG,0
NDHR75HK,0
L9VREVXU,0
YKE9VMNP,0
8NFB7CTT,0
EIAZEDGS,0
GTZDAEG5,1
6ZR2CD7Y,0
INWLBJ8N,0
SJABIAVE,0
82RWP6WS,0
VFWT3TNF,0
8KWCZE3N,0
MKSUA4SM,0
DLWZJFCF,0
N78YWISM,0
MBU2MMPP,0
P3SLUZWJ,1
KJ4NZVFX,0
DT7WHTBJ,0
RKHZXJMV,0
5EHDC4XF,0
5NAOYMK8,0
8DYHAXQQ,1
4JZRMPI9,0
V7RHP4XJ,0
WNMSN7WB,0
88G3UGND,1
DZHQD68C,0
EARFMACV,0
KSMT2YXT,0
CQXW5NBY,0
FRAXAU9A,0
MT2ULU3J,0
KZDDXE6P,0
TJEYXUBR,0
IYQAPZUM,0
HAYXBQTE,0
J5V7NEUQ,0
J6Y2RRUW,0
KJZ2KJWV,0
2AKJ87ZU,0
TTKEKQSZ,0
J6RWB28C,0
MDKNFGDW,0
5PY7QPW7,0
GWPZ2E6Z,0
LNQJWDK5,0
ZKZWPEPL,0
K6XC973P,0
8CSHBHRP,0
MVIH2SAD,0
CZHQZ5YL,0
UNJHDBRZ,0
3B9YQPUV,0
RUKC9S6R,0
I5XZGNIU,0
JVNQLDO8,1
BCRWPBUV,0
YUVQAJQL,0
FTNFH8ZQ,0
76YMZGKY,0
ICQQYQ33,1
EP6NALHE,0
XML9CUCW,1
PBX5YJFM,0
SZ5PCT33,0
QCZOMRFO,0
SXBP256W,0
KJQAZ5XD,0
Y26SU9NX,0
C8BWGVGS,0
DH6M5FOK,1
UT4MWRMJ,0
CQN996I7,0
ENZNXAFA,0
5OKAT6MT,0
AXJ8JEW8,0
B4RE9F3G,0
TMAUVAFN,0
NBQJJODC,1
CF6KCFRB,0
CHHYU4NY,0
HOQIBEKR,0
7NUAKX6S,0
8XCC5HMB,0
JT6EPTIN,0
7HKMPPV9,0
GAKRVEP3,0
PS43L4YS,0
SMDSLC2A,0
KGYAZXEQ,0
HKJFTFHQ,0
NCTC96UQ,0
CDQPUYSV,0
TI272SWK,0
H8ZJQ7IB,0
6RATAVVM,0
XQ69ZQEJ,0
CW7RK9AZ,0
HMXNJRFK,0
ADJJXODL,0
JANCTGGA,0
5TCKTBFC,0
BN3IKZJD,0
GTTSHUHF,0
AA2ZUZOU,0
DXKU5QVR,0
EYJLWUBN,0
DCNXVFCT,0
SUAEKYFT,0
VR9ZE74X,0
28KZWQYW,0
3BWV9GQR,0
BBWB7MWD,0
8IYBUSSE,0
LTYM8FG9,0
776KJHT4,0
FZZ7FSCU,0
OTKRPZBE,0
SJMQTJ2W,0
CKFX88CG,0
2FTQ282F,0
5BBAXXDD,1
MKC5O8JQ,0
E9Y6BGEE,0
IYVVRG8M,0
Y3WPHN6P,0
9FXJWIEL,0
9DNEWLAH,0
RBNBGMIB,0
PRJIWDWT,0
CK2KDEYW,0
DROTOH2T,0
9FSR5L7K,0
48HZ5FM3,0
PUE8LQZU,0
JYNFCBZ3,0
AYMQUKLV,0
A9FLMUYD,0
6C6QURER,0
EB4KN8WE,0
CBUYCOBZ,0
PNAR5MER,0
UCENKXHT,0
UNURH8HX,1
MSPKI7YU,0
Q2BMSZCR,0
M7MOG2PE,0
ZYI6GA22,0
2RKI3UPZ,0
2KJVKFDQ,0
RES48WIR,0
TQOGIM37,0
AEEQFJLW,0
IKAE5LLT,0
64IPIZ83,0
RE6OGBQP,0
HROZ2I8J,0
OTNAYP3V,0
ALIXDV78,0
U3FFLDFU,0
JMPTFJTW,0
F222WNNY,0
GISBPZPA,0
NPEMBYCO,0
JESGRVMB,0
EKRGFFFU,0
656KTMZI,0
NKBWELAQ,0
AKKCTKKG,0
EEDJVP73,0
KZKWA73H,0
JCM6EVTU,0
BD27F64K,0
FB6UFYD5,0
VHFUXSHR,0
4EHMAXDZ,0
FNLBXL8K,1
F2BM8XYQ,0
W25QGHKA,0
QXWZ5JIY,0
JHHD9QQ2,0
KC4R3O2P,0
CMFIY6KK,0
K8BSRRRX,0
USZWETYU,0
MIKDGZEZ,1
U56WCC3V,0
JKWVRB5I,0
WAETUQTK,0
FPNAPNMY,0
BVTRMHZE,0
UY6ST8EB,0
ZKWUFBJJ,0
JRBEVN88,0
GXU8MJI8,0
6FNN9AE4,0
6CKRNJCQ,0
5GUS3GAC,1
MKP2BTDH,0
ENVT74TE,0
CAL3KDDG,0
NHSNVQQ7,0
CZ6J8NVR,0
B8YD9HMV,0
CQRV8PMS,0
GNREOFRP,1
JIWJNTO3,0
2VSUXSFC,0
RBNGGF9D,0
XB8B7VBZ,0
KZVSRD4E,0
CCE6AVHF,0
FPUNHUVM,0
DDTY6R22,0
ZR7Q52EG,0
HCJLJNFV,0
Y7BASB5R,0
TLR5BVYW,0
T75Z6TC4,0
HKWDNSGZ,0
ANCKOZX4,0
7LJTFSKG,0
KE3WZVWZ,0
38K4D95V,0
8TFQR3MS,0
8NED5VTE,0
